state_name,month_of_crash,timestamp_of_crash,latitude,longitude,route_signing_name,first_harmful_event_name,number_of_fatalities,number_of_drunk_drivers,age,sex,person_type_name,police_reported_alcohol_involvement,police_reported_drug_involvement,non_motorist_safety_equipment_use
Louisiana,8,2016-08-28 07:17:00 UTC,30.11116389,-90.54323889,Interstate,Motor Vehicle in Transport,3,0,50,Female,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,Not Reported
Louisiana,8,2016-08-28 07:17:00 UTC,30.11116389,-90.54323889,Interstate,Motor Vehicle in Transport,3,0,50,Female,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,Not Reported
Louisiana,4,2016-04-06 23:10:00 UTC,29.66781667,-90.77412778,State Highway,Pedestrian,1,0,21,Male,Driver of a Motor Vehicle In-Transport,Unknown (Police Reported),Unknown (Police Reported),Not Reported
Louisiana,8,2016-08-28 07:17:00 UTC,30.11116389,-90.54323889,Interstate,Motor Vehicle in Transport,3,0,48,Male,Driver of a Motor Vehicle In-Transport,Not Reported,No (Drugs Not Involved),Not Reported
Louisiana,8,2016-08-28 07:17:00 UTC,30.11116389,-90.54323889,Interstate,Motor Vehicle in Transport,3,0,48,Male,Driver of a Motor Vehicle In-Transport,Not Reported,No (Drugs Not Involved),Not Reported
Louisiana,8,2016-08-28 07:17:00 UTC,30.11116389,-90.54323889,Interstate,Motor Vehicle in Transport,3,0,48,Male,Driver of a Motor Vehicle In-Transport,Not Reported,No (Drugs Not Involved),Not Reported
Louisiana,8,2016-08-28 07:17:00 UTC,30.11116389,-90.54323889,Interstate,Motor Vehicle in Transport,3,0,10,Female,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,Not Reported
Louisiana,8,2016-08-28 07:17:00 UTC,30.11116389,-90.54323889,Interstate,Motor Vehicle in Transport,3,0,10,Female,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,Not Reported
Louisiana,8,2016-08-28 07:17:00 UTC,30.11116389,-90.54323889,Interstate,Motor Vehicle in Transport,3,0,10,Female,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,Not Reported
Louisiana,8,2016-08-28 07:17:00 UTC,30.11116389,-90.54323889,Interstate,Motor Vehicle in Transport,3,0,10,Male,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,Not Reported
Louisiana,8,2016-08-28 07:17:00 UTC,30.11116389,-90.54323889,Interstate,Motor Vehicle in Transport,3,0,10,Male,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,Not Reported
Louisiana,8,2016-08-28 07:17:00 UTC,30.11116389,-90.54323889,Interstate,Motor Vehicle in Transport,3,0,10,Male,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,Not Reported
Louisiana,8,2016-08-28 07:17:00 UTC,30.11116389,-90.54323889,Interstate,Motor Vehicle in Transport,3,0,30,Female,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,Not Reported
Louisiana,8,2016-08-28 07:17:00 UTC,30.11116389,-90.54323889,Interstate,Motor Vehicle in Transport,3,0,30,Female,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,Not Reported
Louisiana,8,2016-08-28 07:17:00 UTC,30.11116389,-90.54323889,Interstate,Motor Vehicle in Transport,3,0,30,Female,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,Not Reported
Louisiana,4,2016-04-06 23:10:00 UTC,29.66781667,-90.77412778,State Highway,Pedestrian,1,0,20,Male,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,Not Reported
Louisiana,3,2016-03-06 04:30:00 UTC,29.98723056,-90.11593889,Interstate,Motor Vehicle in Transport,1,0,34,Male,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),Not Reported
Louisiana,10,2016-10-28 11:43:00 UTC,30.20341944,-93.20978889,Local Street – Municipality,Motor Vehicle in Transport,1,0,22,Male,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),Yes (Drugs Involved),Not Reported
Louisiana,8,2016-08-14 21:04:00 UTC,32.55803333,-93.73615833,Interstate,Motor Vehicle in Transport,1,0,21,Male,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,Not Reported
Louisiana,8,2016-08-14 21:04:00 UTC,32.55803333,-93.73615833,Interstate,Motor Vehicle in Transport,1,0,26,Male,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,Not Reported
Louisiana,6,2016-06-29 00:43:00 UTC,32.94036944,-93.45726944,U.S. Highway,Pedestrian,1,0,57,Female,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),Not Reported
Louisiana,3,2016-03-08 18:21:00 UTC,30.84298889,-90.15426111,State Highway,Pedestrian,1,0,67,Female,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),Not Reported
Louisiana,6,2016-06-30 21:25:00 UTC,32.51369722,-92.08054722,U.S. Highway,Pedalcyclist,1,0,58,Female,Driver of a Motor Vehicle In-Transport,Unknown (Police Reported),Unknown (Police Reported),Not Reported
Louisiana,8,2016-08-07 17:36:00 UTC,30.36395833,-92.91863056,U.S. Highway,Motor Vehicle in Transport,1,0,64,Female,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),Other Safety Equipment
Louisiana,7,2016-07-03 05:00:00 UTC,32.61933889,-92.06173056,U.S. Highway,Parked Motor Vehicle (Not In Transport),1,1,25,Male,Occupant of a Motor Vehicle Not In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),Not Reported
Louisiana,7,2016-07-03 05:00:00 UTC,32.61933889,-92.06173056,U.S. Highway,Parked Motor Vehicle (Not In Transport),1,1,25,Male,Occupant of a Motor Vehicle Not In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),Not Reported
Louisiana,8,2016-08-26 07:40:00 UTC,29.89406389,-90.10826389,U.S. Highway,Motor Vehicle in Transport,1,0,23,Male,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),Not Reported
Louisiana,10,2016-10-26 05:07:00 UTC,32.55581944,-93.61291111,U.S. Highway,Pedestrian,1,0,47,Male,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),Not Reported
Louisiana,8,2016-08-28 07:17:00 UTC,30.11116389,-90.54323889,Interstate,Motor Vehicle in Transport,3,0,39,Male,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,Not Reported
Louisiana,8,2016-08-28 07:17:00 UTC,30.11116389,-90.54323889,Interstate,Motor Vehicle in Transport,3,0,39,Male,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,Not Reported
Louisiana,8,2016-08-28 07:17:00 UTC,30.11116389,-90.54323889,Interstate,Motor Vehicle in Transport,3,0,39,Male,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,Not Reported
Louisiana,8,2016-08-28 07:17:00 UTC,30.11116389,-90.54323889,Interstate,Motor Vehicle in Transport,3,0,43,Female,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,Not Reported
Louisiana,8,2016-08-28 07:17:00 UTC,30.11116389,-90.54323889,Interstate,Motor Vehicle in Transport,3,0,43,Female,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,Not Reported
Louisiana,8,2016-08-28 07:17:00 UTC,30.11116389,-90.54323889,Interstate,Motor Vehicle in Transport,3,0,43,Female,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,Not Reported
Louisiana,8,2016-08-28 07:17:00 UTC,30.11116389,-90.54323889,Interstate,Motor Vehicle in Transport,3,0,21,Female,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,Not Reported
Louisiana,8,2016-08-28 07:17:00 UTC,30.11116389,-90.54323889,Interstate,Motor Vehicle in Transport,3,0,21,Female,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,Not Reported
Louisiana,8,2016-08-28 07:17:00 UTC,30.11116389,-90.54323889,Interstate,Motor Vehicle in Transport,3,0,21,Female,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,Not Reported
Louisiana,8,2016-08-28 07:17:00 UTC,30.11116389,-90.54323889,Interstate,Motor Vehicle in Transport,3,0,39,Male,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,Not Reported
Louisiana,8,2016-08-28 07:17:00 UTC,30.11116389,-90.54323889,Interstate,Motor Vehicle in Transport,3,0,39,Male,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,Not Reported
Louisiana,8,2016-08-28 07:17:00 UTC,30.11116389,-90.54323889,Interstate,Motor Vehicle in Transport,3,0,39,Male,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,Not Reported
Louisiana,8,2016-08-28 07:17:00 UTC,30.11116389,-90.54323889,Interstate,Motor Vehicle in Transport,3,0,34,Female,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,Not Reported
Louisiana,8,2016-08-28 07:17:00 UTC,30.11116389,-90.54323889,Interstate,Motor Vehicle in Transport,3,0,34,Female,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,Not Reported
Louisiana,8,2016-08-28 07:17:00 UTC,30.11116389,-90.54323889,Interstate,Motor Vehicle in Transport,3,0,34,Female,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,Not Reported
Louisiana,8,2016-08-28 07:17:00 UTC,30.11116389,-90.54323889,Interstate,Motor Vehicle in Transport,3,0,33,Male,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,Not Reported
Louisiana,8,2016-08-28 07:17:00 UTC,30.11116389,-90.54323889,Interstate,Motor Vehicle in Transport,3,0,33,Male,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,Not Reported
Louisiana,8,2016-08-28 07:17:00 UTC,30.11116389,-90.54323889,Interstate,Motor Vehicle in Transport,3,0,33,Male,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,Not Reported
Louisiana,8,2016-08-28 07:17:00 UTC,30.11116389,-90.54323889,Interstate,Motor Vehicle in Transport,3,0,35,Male,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,Not Reported
Louisiana,8,2016-08-28 07:17:00 UTC,30.11116389,-90.54323889,Interstate,Motor Vehicle in Transport,3,0,35,Male,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,Not Reported
Louisiana,8,2016-08-28 07:17:00 UTC,30.11116389,-90.54323889,Interstate,Motor Vehicle in Transport,3,0,35,Male,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,Not Reported
Louisiana,8,2016-08-28 07:17:00 UTC,30.11116389,-90.54323889,Interstate,Motor Vehicle in Transport,3,0,36,Female,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,Not Reported
Louisiana,8,2016-08-28 07:17:00 UTC,30.11116389,-90.54323889,Interstate,Motor Vehicle in Transport,3,0,36,Female,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,Not Reported
Louisiana,8,2016-08-28 07:17:00 UTC,30.11116389,-90.54323889,Interstate,Motor Vehicle in Transport,3,0,36,Female,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,Not Reported
Louisiana,8,2016-08-28 07:17:00 UTC,30.11116389,-90.54323889,Interstate,Motor Vehicle in Transport,3,0,34,Female,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,Not Reported
Louisiana,8,2016-08-28 07:17:00 UTC,30.11116389,-90.54323889,Interstate,Motor Vehicle in Transport,3,0,34,Female,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,Not Reported
Louisiana,8,2016-08-28 07:17:00 UTC,30.11116389,-90.54323889,Interstate,Motor Vehicle in Transport,3,0,34,Female,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,Not Reported
Louisiana,8,2016-08-28 07:17:00 UTC,30.11116389,-90.54323889,Interstate,Motor Vehicle in Transport,3,0,17,Male,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,Not Reported
Louisiana,8,2016-08-28 07:17:00 UTC,30.11116389,-90.54323889,Interstate,Motor Vehicle in Transport,3,0,17,Male,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,Not Reported
Louisiana,8,2016-08-28 07:17:00 UTC,30.11116389,-90.54323889,Interstate,Motor Vehicle in Transport,3,0,17,Male,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,Not Reported
Louisiana,8,2016-08-28 07:17:00 UTC,30.11116389,-90.54323889,Interstate,Motor Vehicle in Transport,3,0,46,Female,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,Not Reported
Louisiana,8,2016-08-28 07:17:00 UTC,30.11116389,-90.54323889,Interstate,Motor Vehicle in Transport,3,0,46,Female,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,Not Reported
Louisiana,8,2016-08-28 07:17:00 UTC,30.11116389,-90.54323889,Interstate,Motor Vehicle in Transport,3,0,46,Female,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,Not Reported
Louisiana,8,2016-08-28 07:17:00 UTC,30.11116389,-90.54323889,Interstate,Motor Vehicle in Transport,3,0,29,Female,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,Not Reported
Louisiana,8,2016-08-28 07:17:00 UTC,30.11116389,-90.54323889,Interstate,Motor Vehicle in Transport,3,0,29,Female,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,Not Reported
Louisiana,8,2016-08-28 07:17:00 UTC,30.11116389,-90.54323889,Interstate,Motor Vehicle in Transport,3,0,29,Female,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,Not Reported
Louisiana,8,2016-08-28 07:17:00 UTC,30.11116389,-90.54323889,Interstate,Motor Vehicle in Transport,3,0,41,Female,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,Not Reported
Louisiana,8,2016-08-28 07:17:00 UTC,30.11116389,-90.54323889,Interstate,Motor Vehicle in Transport,3,0,41,Female,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,Not Reported
Louisiana,8,2016-08-28 07:17:00 UTC,30.11116389,-90.54323889,Interstate,Motor Vehicle in Transport,3,0,41,Female,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,Not Reported
Louisiana,8,2016-08-28 07:17:00 UTC,30.11116389,-90.54323889,Interstate,Motor Vehicle in Transport,3,0,29,Female,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,Not Reported
Louisiana,8,2016-08-28 07:17:00 UTC,30.11116389,-90.54323889,Interstate,Motor Vehicle in Transport,3,0,29,Female,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,Not Reported
Louisiana,8,2016-08-28 07:17:00 UTC,30.11116389,-90.54323889,Interstate,Motor Vehicle in Transport,3,0,29,Female,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,Not Reported
Louisiana,8,2016-08-28 07:17:00 UTC,30.11116389,-90.54323889,Interstate,Motor Vehicle in Transport,3,0,37,Male,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),Not Reported
Louisiana,8,2016-08-28 07:17:00 UTC,30.11116389,-90.54323889,Interstate,Motor Vehicle in Transport,3,0,37,Male,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),Not Reported
Louisiana,8,2016-08-28 07:17:00 UTC,30.11116389,-90.54323889,Interstate,Motor Vehicle in Transport,3,0,37,Male,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),Not Reported
Louisiana,8,2016-08-28 07:17:00 UTC,30.11116389,-90.54323889,Interstate,Motor Vehicle in Transport,3,0,54,Female,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,Not Reported
Louisiana,8,2016-08-28 07:17:00 UTC,30.11116389,-90.54323889,Interstate,Motor Vehicle in Transport,3,0,54,Female,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,Not Reported
Louisiana,8,2016-08-28 07:17:00 UTC,30.11116389,-90.54323889,Interstate,Motor Vehicle in Transport,3,0,54,Female,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,Not Reported
Louisiana,8,2016-08-28 07:17:00 UTC,30.11116389,-90.54323889,Interstate,Motor Vehicle in Transport,3,0,19,Female,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,Not Reported
Louisiana,8,2016-08-28 07:17:00 UTC,30.11116389,-90.54323889,Interstate,Motor Vehicle in Transport,3,0,19,Female,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,Not Reported
Louisiana,8,2016-08-28 07:17:00 UTC,30.11116389,-90.54323889,Interstate,Motor Vehicle in Transport,3,0,19,Female,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,Not Reported
Louisiana,8,2016-08-28 07:17:00 UTC,30.11116389,-90.54323889,Interstate,Motor Vehicle in Transport,3,0,31,Female,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,Not Reported
Louisiana,8,2016-08-28 07:17:00 UTC,30.11116389,-90.54323889,Interstate,Motor Vehicle in Transport,3,0,31,Female,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,Not Reported
Louisiana,8,2016-08-28 07:17:00 UTC,30.11116389,-90.54323889,Interstate,Motor Vehicle in Transport,3,0,31,Female,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,Not Reported
Louisiana,8,2016-08-28 07:17:00 UTC,30.11116389,-90.54323889,Interstate,Motor Vehicle in Transport,3,0,30,Female,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,Not Reported
Louisiana,8,2016-08-28 07:17:00 UTC,30.11116389,-90.54323889,Interstate,Motor Vehicle in Transport,3,0,30,Female,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,Not Reported
Louisiana,8,2016-08-28 07:17:00 UTC,30.11116389,-90.54323889,Interstate,Motor Vehicle in Transport,3,0,30,Female,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,Not Reported
Louisiana,8,2016-08-28 07:17:00 UTC,30.11116389,-90.54323889,Interstate,Motor Vehicle in Transport,3,0,29,Female,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,Not Reported
Louisiana,8,2016-08-28 07:17:00 UTC,30.11116389,-90.54323889,Interstate,Motor Vehicle in Transport,3,0,29,Female,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,Not Reported
Louisiana,8,2016-08-28 07:17:00 UTC,30.11116389,-90.54323889,Interstate,Motor Vehicle in Transport,3,0,29,Female,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,Not Reported
Louisiana,8,2016-08-28 07:17:00 UTC,30.11116389,-90.54323889,Interstate,Motor Vehicle in Transport,3,0,42,Female,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,Not Reported
Louisiana,8,2016-08-28 07:17:00 UTC,30.11116389,-90.54323889,Interstate,Motor Vehicle in Transport,3,0,42,Female,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,Not Reported
Louisiana,8,2016-08-28 07:17:00 UTC,30.11116389,-90.54323889,Interstate,Motor Vehicle in Transport,3,0,42,Female,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,Not Reported
Louisiana,8,2016-08-28 07:17:00 UTC,30.11116389,-90.54323889,Interstate,Motor Vehicle in Transport,3,0,26,Female,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,Not Reported
Louisiana,8,2016-08-28 07:17:00 UTC,30.11116389,-90.54323889,Interstate,Motor Vehicle in Transport,3,0,26,Female,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,Not Reported
Louisiana,8,2016-08-28 07:17:00 UTC,30.11116389,-90.54323889,Interstate,Motor Vehicle in Transport,3,0,26,Female,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,Not Reported
Louisiana,8,2016-08-28 07:17:00 UTC,30.11116389,-90.54323889,Interstate,Motor Vehicle in Transport,3,0,18,Female,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,Not Reported
Louisiana,8,2016-08-28 07:17:00 UTC,30.11116389,-90.54323889,Interstate,Motor Vehicle in Transport,3,0,18,Female,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,Not Reported
Louisiana,8,2016-08-28 07:17:00 UTC,30.11116389,-90.54323889,Interstate,Motor Vehicle in Transport,3,0,18,Female,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,Not Reported
Louisiana,8,2016-08-28 07:17:00 UTC,30.11116389,-90.54323889,Interstate,Motor Vehicle in Transport,3,0,68,Male,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,Not Reported
Louisiana,8,2016-08-28 07:17:00 UTC,30.11116389,-90.54323889,Interstate,Motor Vehicle in Transport,3,0,68,Male,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,Not Reported
Louisiana,8,2016-08-28 07:17:00 UTC,30.11116389,-90.54323889,Interstate,Motor Vehicle in Transport,3,0,68,Male,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,Not Reported
Louisiana,8,2016-08-28 07:17:00 UTC,30.11116389,-90.54323889,Interstate,Motor Vehicle in Transport,3,0,56,Male,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,Not Reported
Louisiana,8,2016-08-28 07:17:00 UTC,30.11116389,-90.54323889,Interstate,Motor Vehicle in Transport,3,0,56,Male,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,Not Reported
Louisiana,8,2016-08-28 07:17:00 UTC,30.11116389,-90.54323889,Interstate,Motor Vehicle in Transport,3,0,56,Male,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,Not Reported
Louisiana,8,2016-08-26 07:40:00 UTC,29.89406389,-90.10826389,U.S. Highway,Motor Vehicle in Transport,1,0,1,Male,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,Not Reported
Louisiana,8,2016-08-26 07:40:00 UTC,29.89406389,-90.10826389,U.S. Highway,Motor Vehicle in Transport,1,0,35,Female,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),Not Reported
Louisiana,2,2016-02-09 01:50:00 UTC,29.59333889,-90.69637778,State Highway,Pedestrian,1,0,50,Female,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),Not Reported
Louisiana,2,2016-02-09 01:50:00 UTC,29.59333889,-90.69637778,State Highway,Pedestrian,1,0,23,Female,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,Not Reported
Louisiana,5,2016-05-29 02:16:00 UTC,30.23958333,-91.20456111,State Highway,Pedalcyclist,1,1,26,Female,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,None Used
Louisiana,3,2016-03-03 22:29:00 UTC,31.26076944,-92.47574722,U.S. Highway,Pedestrian,1,0,47,Male,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),Not Reported
Louisiana,10,2016-10-12 00:09:00 UTC,30.45166667,-91.11120833,U.S. Highway,Pedestrian,1,0,24,Female,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,Not Reported
Louisiana,10,2016-10-28 11:43:00 UTC,30.20341944,-93.20978889,Local Street – Municipality,Motor Vehicle in Transport,1,0,20,Female,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),Not Reported
Louisiana,9,2016-09-03 20:49:00 UTC,29.68477778,-91.10165278,County Road,Pedestrian,1,0,15,Female,Pedestrian,No (Alcohol Not Involved),No (Drugs Not Involved),Not Reported
Louisiana,9,2016-09-03 20:49:00 UTC,29.68477778,-91.10165278,County Road,Pedestrian,1,0,15,Female,Pedestrian,No (Alcohol Not Involved),No (Drugs Not Involved),Not Reported
Louisiana,10,2016-10-11 19:20:00 UTC,30.20861111,-92.03576944,U.S. Highway,Pedestrian,1,0,21,Male,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),Not Reported
Louisiana,1,2016-01-13 22:30:00 UTC,29.88741944,-90.41913889,U.S. Highway,Pedestrian,1,0,55,Male,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,Not Reported
Louisiana,6,2016-06-30 23:41:00 UTC,32.25218889,-92.98351667,State Highway,Pedestrian,1,0,21,Male,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),Not Reported
Louisiana,4,2016-04-06 23:10:00 UTC,29.66781667,-90.77412778,State Highway,Pedestrian,1,0,21,Female,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,Not Reported
Louisiana,4,2016-04-06 23:10:00 UTC,29.66781667,-90.77412778,State Highway,Pedestrian,1,0,2,Female,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,Not Reported
Louisiana,2,2016-02-06 05:35:00 UTC,29.99521667,-90.18206111,State Highway,Pedestrian,1,0,75,Male,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),Not Reported
Louisiana,1,2016-01-13 22:30:00 UTC,29.88741944,-90.41913889,U.S. Highway,Pedestrian,1,0,19,Female,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),Not Reported
Louisiana,10,2016-10-31 20:51:00 UTC,29.97680556,-92.10712778,State Highway,Pedestrian,1,0,52,Male,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),Not Reported
Louisiana,4,2016-04-26 05:46:00 UTC,30.53317222,-90.43298333,State Highway,Pedalcyclist,1,0,32,Male,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),Helmet
Louisiana,4,2016-04-26 05:46:00 UTC,30.53317222,-90.43298333,State Highway,Pedalcyclist,1,0,32,Male,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),Lighting
Louisiana,9,2016-09-03 20:49:00 UTC,29.68477778,-91.10165278,County Road,Pedestrian,1,0,32,Male,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),Not Reported
Louisiana,9,2016-09-03 20:49:00 UTC,29.68477778,-91.10165278,County Road,Pedestrian,1,0,32,Male,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),Not Reported
Louisiana,1,2016-01-13 22:30:00 UTC,29.88741944,-90.41913889,U.S. Highway,Pedestrian,1,0,52,Female,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,Not Reported
Louisiana,12,2016-12-11 17:46:00 UTC,30.11043889,-93.2382,County Road,Pedestrian,1,0,17,Male,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),Not Reported
Louisiana,9,2016-09-18 02:29:00 UTC,29.69338889,-91.17763611,U.S. Highway,Pedestrian,1,0,50,Male,Driver of a Motor Vehicle In-Transport,Unknown (Police Reported),Unknown (Police Reported),Not Reported
Louisiana,5,2016-05-11 22:12:00 UTC,30.51915833,-90.48776944,State Highway,Non-Motorist on Personal Conveyance,1,0,3,Male,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,Not Reported
Louisiana,5,2016-05-11 22:12:00 UTC,30.51915833,-90.48776944,State Highway,Non-Motorist on Personal Conveyance,1,0,37,Male,Driver of a Motor Vehicle In-Transport,Unknown (Police Reported),Unknown (Police Reported),Not Reported
Louisiana,5,2016-05-11 22:12:00 UTC,30.51915833,-90.48776944,State Highway,Non-Motorist on Personal Conveyance,1,0,1,Male,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,Not Reported
